project_file,commit,commit_message,date,old,new,similarity,prompt_length_old,prompt_length_new
Saik0s/DevAssistant_modules/perception.py,06a31484b3cc1628f5eec571e6290a3102e37265,Remove unnecessary imports and updates ExecutionModule and ExecutionAgent classes,2023-04-23,"As a Task Improver Assistant, ensure tasks are actionable and achievable for an autonomous agent with limited resources.
Objective: {objective}
Context: {context}
Task: {task}

Write a single sentence describing the task and the expected end result.
","As a Task Improver Assistant, ensure tasks are actionable and achievable for an autonomous agent with limited resources.
Ultimate objective: {objective}
Context: {context}

Task: {task}

Now write a single sentence describing the task and the expected end result.
",0.972972972972973,36.0,38.0
Saik0s/DevAssistant_modules/perception.py,b7f1d7d37805868d7ebaac0571f6b6fc5d76edf9,Prompts are improved and fix some errors in tools,2023-04-23,"As a Task Improver Assistant, ensure tasks are actionable and achievable for an autonomous agent with limited resources.
Ultimate objective: {objective}
Context: {context}

Task: {task}

Now write a single sentence describing the task and the expected end result.
","As a Task Improver Assistant, ensure tasks are actionable and achievable for an autonomous agent with limited resources.
Ultimate objective: {objective}
Context: {context}

Task: {task}

Now write a single sentence describing the task and the expected end result. Phrase it to be call to action instead of description.
",0.8837209302325582,38.0,48.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,32574d721d142650def20f493c0b0a34d8564396,Fix typos and logic errors in umshini envs,2023-06-06,"Welcome to the debate game! The topic for today's debate is:
""{moderator_prompt_input}""
Rules:
You will represent the position given to you.
Your first response should be an opening statement, followed by back and forth cross-examination.
You are free to talk directly to your opponent during cross-examination.
The cross examination phase should be short, and should be used to attack your opponents arguments, or defend your own.
The winner of the debate will be decided by the judge, based the performance and persuasiveness of each debater, and not the morality of the position.
Do not respond as any other character, only as yourself.
The judge will not interrupt.","Welcome to the debate game! The topic for today's debate is:
""{moderator_prompt_input}""
Rules:
The Opponent argues against the topic, while the Proponent argues for it.
Your first response should be an opening statement, followed by back and forth cross-examination.
You are free to talk directly to your opponent during cross-examination.
The cross examination phase should be short, and should be used to attack your opponents arguments, or defend your own.
The winner of the debate will be decided by the judge, based the performance and persuasiveness of each debater, and not the morality of the position.
Do not respond as any other character, only as yourself.
The judge will not interrupt.",0.9210526315789473,107.0,111.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,d1680880f74da27ce3eaa6544c8cedf8d40f7a0c,changing moderation,2023-06-09,"You are an impartial debate judge. There is always a winner in every debate, there are no ties.

Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:

<Player1>_Arguments:<summarize>

<Player2>_Arguments:<summarize>

<Player1>_Rhetoric:<rhetorical strength>

<Player2>_Rhetoric:<rhetorical strength>

EXPLANATION:<final explanation>

WINNER:<name>","You are an impartial debate judge. There is always a winner in every debate, there are no ties.
Do not say: it is a close call. Do not say: it is a tie.
Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:
<Player1>_Arguments:<summarize>
<Player2>_Arguments:<summarize>
<Player1>_Rhetoric:<rhetorical strength>
<Player2>_Rhetoric:<rhetorical strength>
EXPLANATION:<final explanation>
WINNER:<name>",0.88,45.0,60.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,2cdd5b5d0652123f61d40ccb2b2ab473e15869af,"Revert ""Umshini environments bugfixes, Azure OpenAI support""",2023-06-20,"You are an impartial debate judge. There is always a winner in every debate, there are no ties.
Do not say: it is a close call. Do not say: it is a tie.
Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:
<Player1>_Arguments:<summarize>
<Player2>_Arguments:<summarize>
<Player1>_Rhetoric:<rhetorical strength>
<Player2>_Rhetoric:<rhetorical strength>
EXPLANATION:<final explanation>
WINNER:<name>","You are an impartial debate judge. There is always a winner in every debate, there are no ties.

Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:

<Player1>_Arguments:<summarize>

<Player2>_Arguments:<summarize>

<Player1>_Rhetoric:<rhetorical strength>

<Player2>_Rhetoric:<rhetorical strength>

EXPLANATION:<final explanation>

WINNER:<name>",0.88,60.0,45.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,115458fe9349b0df73c2739196bdc27273e2b5a5,"Revert ""Revert ""Umshini environments bugfixes, Azure OpenAI support""""

This reverts commit 2cdd5b5d0652123f61d40ccb2b2ab473e15869af.",2023-06-21,"You are an impartial debate judge. There is always a winner in every debate, there are no ties.

Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:

<Player1>_Arguments:<summarize>

<Player2>_Arguments:<summarize>

<Player1>_Rhetoric:<rhetorical strength>

<Player2>_Rhetoric:<rhetorical strength>

EXPLANATION:<final explanation>

WINNER:<name>","You are an impartial debate judge. There is always a winner in every debate, there are no ties.
Do not say: it is a close call. Do not say: it is a tie.
Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:
<Player1>_Arguments:<summarize>
<Player2>_Arguments:<summarize>
<Player1>_Rhetoric:<rhetorical strength>
<Player2>_Rhetoric:<rhetorical strength>
EXPLANATION:<final explanation>
WINNER:<name>",0.88,45.0,60.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,10e736b2e6a55608f0101a0bb48f19f2bac6b91c,"Filter out transformer 'pytorch tensorflow not found' message, update moderators/printing for all umshini envs",2023-11-17,"Welcome to the debate game! The topic for today's debate is:
""{moderator_prompt_input}""
Rules:
The Opponent argues against the topic, while the Proponent argues for it.
Your first response should be an opening statement, followed by back and forth cross-examination.
You are free to talk directly to your opponent during cross-examination.
The cross examination phase should be short, and should be used to attack your opponents arguments, or defend your own.
The winner of the debate will be decided by the judge, based the performance and persuasiveness of each debater, and not the morality of the position.
Do not respond as any other character, only as yourself.
The judge will not interrupt.","Welcome to the debate game! The topic for today's debate is: ""{moderator_prompt_input}""
The Opponent argues against the topic, while the Proponent argues for it.
The Moderator will report scores and decide a winner of the debate, based performance, persuasiveness, and response length.
Talk directly to the other player, the Moderator will not interject until the debate has finished.

The maximum number of characters for each response is {character_limit}.
Your first response should be an opening statement.
",0.42857142857142855,111.0,76.0
Farama-Foundation/chatarena_chatarena/environments/umshini/debate.py,10e736b2e6a55608f0101a0bb48f19f2bac6b91c,"Filter out transformer 'pytorch tensorflow not found' message, update moderators/printing for all umshini envs",2023-11-17,"You are an impartial debate judge. There is always a winner in every debate, there are no ties.
Do not say: it is a close call. Do not say: it is a tie.
Your purpose is to describe who had the better rhetorical arguments and pick a winner in the format:
<Player1>_Arguments:<summarize>
<Player2>_Arguments:<summarize>
<Player1>_Rhetoric:<rhetorical strength>
<Player2>_Rhetoric:<rhetorical strength>
EXPLANATION:<final explanation>
WINNER:<name>","You are an impartial debate judge. Your job is to rate the performance of each debater, on a scale of 0-10.
Your ratings should be based performance and persuasiveness, and not the morality of the position. 

If a player's responses are too short (e.g., less than 5 sentences for a given response, rather than a paragraph), penalize their score heavily.
If a player argues for the wrong position (e.g., proponent arguing against the topic) or simply agrees with the other player, penalize their score heavily.
If a player hallucinates (e.g., pretending to be the moderator or the other player), penalize their score heavily.
If a player asks questions and is confused about what it is supposed to do, penalize their score heavily.

Use the following format:
<Player1> Arguments:<summarize>
<Player2> Arguments:<summarize>
<Player1> Rhetoric:<rhetorical strength>
<Player2> Rhetoric:<rhetorical strength>
<Player1> Response Length:<penalize short responses (ideal length is 5+ sentences), and too long responses which get cut off>
<Player2> Response Length:<penalize short responses (ideal length is 5+ sentences), and too long responses which get cut off>
EXPLANATION:<final explanation> <note any penalties which lowered scores>
SCORES: {""<Player1>"": 0, ""<Player2>"": 10}",0.24719101123595505,60.0,185.0
refuel-ai/autolabel_src/autolabel/tasks/multilabel_classification.py,5973d6b9264da632470f3b1f05ad34b18c284f1f,"Encourage LLM to provide more succinct explanations (#687)

* Encourage LLM to provide more succinct explanations

* nit

* updates to explanation prompt",2024-01-24,"You are an expert at providing a well reasoned explanation for the output of a given task. 

BEGIN TASK DESCRIPTION
{task_guidelines}
END TASK DESCRIPTION
You will be given an input example and the corresponding output. Your job is to provide an explanation for why the output is correct for the task above.
Think step by step and generate an explanation. The last line of the explanation should be - So, the answer is <label>.
{labeled_example}
Explanation: ","You are an expert at providing a well reasoned explanation for the output of a given task. 

BEGIN TASK DESCRIPTION
{task_guidelines}
END TASK DESCRIPTION
You will be given an input example and the corresponding output (a list of labels seperated by semicolon).
Why were these labels given to this input? Output the explanation for each label on a new line, and limit your explanation to one sentence. If there are more than 5 labels, output explanations only for the first 5 labels.
{labeled_example}
Explanation: ",0.5766871165644172,76.0,84.0
refuel-ai/autolabel_src/autolabel/tasks/multilabel_classification.py,b74fbb5f9d89d001cf50730261f013918559f705,"Stricter prompts for explanations (#710)

* Making outputing labels optional

* Making explanation prompts stricter

* Black formatting

* new prompts for explanations",2024-02-08,"You are an expert at providing a well reasoned explanation for the output of a given task. 

BEGIN TASK DESCRIPTION
{task_guidelines}
END TASK DESCRIPTION
You will be given an input example and the corresponding output (a list of labels seperated by semicolon).
Why were these labels given to this input? Output the explanation for each label on a new line, and limit your explanation to one sentence. If there are more than 5 labels, output explanations only for the first 5 labels.
{labeled_example}
Explanation: ","You are an expert at providing a well reasoned explanation for the output of a given task. 

BEGIN TASK DESCRIPTION
{task_guidelines}
END TASK DESCRIPTION
You will be given an input example and the corresponding output (a list of labels seperated by semicolon).
Why were these labels given to this input? Output the explanation for each label on a new line, and limit your explanation to one sentence. If there are more than 5 labels, output explanations only for the first 5 labels.{label_format}
{labeled_example}
Explanation: ",0.9885057471264368,84.0,84.0
langchain-ai/chat-langchain__scripts/evaluate_chains.py,90e3600754a8da122bd16e0bfbe71cbfbb1c9c62,ingestion/retriever tweets and evaluation catchup,2023-08-21,"You are an expert programmer, tasked to answer any question about Langchain. Be as helpful as possible. 
        
Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
<context>
    {context} 
<context/>
                
Conversation History:               
{history}

Answer the user's question to the best of your ability: {question}
Helpful Answer:","
    You are an expert programmer, tasked to answer any question about Langchain. Using the provided context, answer the user's question to the best of your ability.
    If you don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
    Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
    <context>
        {context} 
    <context/>",0.5426356589147286,56.0,68.0
langchain-ai/chat-langchain__scripts/evaluate_chains.py,fb7c931329b80a38af4da46f42aa8e7d9cdf6a8a,ingest via parent and redis mem store,2023-08-22,"
    You are an expert programmer, tasked to answer any question about Langchain. Using the provided context, answer the user's question to the best of your ability.
    If you don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
    Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
    <context>
        {context} 
    <context/>","
    You are an expert programmer and problem-solver, tasked to answer any question about Langchain. Using the provided context, answer the user's question to the best of your ability using the resources provided.
    If you really don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
    Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
    <context>
        {context} 
    <context/>",0.9473684210526316,68.0,75.0
reflex-dev/reflex-examples_sales/sales/sales.py,cd63b99ce548ee1663778c17fecb7546a1f28bb7,Update sales example to support reflex 0.2.0,2023-07-01,Based on these PLACEHOLDER write a sales email to PLACEHOLDER adn email  who is 0 years old and a Other gender. PLACEHOLDER lives in  and works as a  and earns 0 per year. Make sure the email reccomends one product only and is personalized to PLACEHOLDER. The company is named Pynecone its website is https://pynecone.io,Based on these PLACEHOLDER write a sales email to PLACEHOLDER adn email  who is 0 years old and a Other gender. PLACEHOLDER lives in  and works as a  and earns 0 per year. Make sure the email reccomends one product only and is personalized to PLACEHOLDER. The company is named Reflex its website is https://reflex.dev,0.9473684210526315,55.0,55.0
reflex-dev/reflex-examples_sales/sales/sales.py,8ffaff673de03ca55c0d5645ba4f85aa0d0d2586,add back sales app (#221),2024-04-10,Based on these PLACEHOLDER write a sales email to PLACEHOLDER adn email  who is 0 years old and a Other gender. PLACEHOLDER lives in  and works as a  and earns 0 per year. Make sure the email reccomends one product only and is personalized to PLACEHOLDER. The company is named Reflex its website is https://reflex.dev,Based on these PLACEHOLDER write a sales email to PLACEHOLDER and email  who is 0 years old and a Other gender. PLACEHOLDER lives in  and works as a  and earns 0 per year. Make sure the email recommends one product only and is personalized to PLACEHOLDER. The company is named Reflex its website is https://reflex.dev,0.9649122807017544,55.0,55.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,3ced9c0cbad5021493ce7c553a91c07699f54e22,"Update defaults (#7223)



Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>",2023-08-11,"The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.","The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.
Refined Answer: ",0.983050847457627,56.0,58.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,3ced9c0cbad5021493ce7c553a91c07699f54e22,"Update defaults (#7223)



Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>",2023-08-11,"Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question: {query_str}
","Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question. If the answer is not in the context, inform the user that you can't answer the question.
Question: {query_str}
Answer: ",0.6551724137931034,19.0,38.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,f3959bbd93c6866a462926bf1bf3bd741a0159ca,[version] bump to 0.7.24.post1 (#7235),2023-08-11,"The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.
Refined Answer: ","The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.",0.983050847457627,58.0,56.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,f3959bbd93c6866a462926bf1bf3bd741a0159ca,[version] bump to 0.7.24.post1 (#7235),2023-08-11,"Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question. If the answer is not in the context, inform the user that you can't answer the question.
Question: {query_str}
Answer: ","Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question: {query_str}
",0.6551724137931034,38.0,19.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,a9e4b1301e968aea5ba76ebdd5c318603f703df4,"defaults changes v2 (#7236)

* Update defaults (#7223)



Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>

* changelog

* bump langchain version (#7234)

* Cache improvements (#7233)

* update typo name

* lower window size to 3

* linting

* change linux cache to /tmp

---------

Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>",2023-08-11,"The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.","The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.
Refined Answer: ",0.983050847457627,56.0,58.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,a9e4b1301e968aea5ba76ebdd5c318603f703df4,"defaults changes v2 (#7236)

* Update defaults (#7223)



Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>

* changelog

* bump langchain version (#7234)

* Cache improvements (#7233)

* update typo name

* lower window size to 3

* linting

* change linux cache to /tmp

---------

Co-authored-by: Simon Suo <simonsdsuo@gmail.com>
Co-authored-by: Jerry Liu <jerryjliu98@gmail.com>",2023-08-11,"Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question: {query_str}
","Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question. If the answer is not in the context, inform the user that you can't answer the question.
Question: {query_str}
Answer: ",0.6551724137931034,19.0,38.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,76a8142fdd90b65991188a2e033da87fad36a625,tune prompts to be more general (#7254),2023-08-14,"The original question is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the question. If the context isn't useful, return the original answer.
Refined Answer: ","The original query is as follows: {query_str}
We have provided an existing answer: {existing_answer}
We have the opportunity to refine the existing answer (only if needed) with some more context below.
------------
{context_msg}
------------
Given the new context, refine the original answer to better answer the query. If the context isn't useful, return the original answer.
Refined Answer: ",0.9666666666666667,58.0,58.0
run-llama/llama_index_llama_index/prompts/default_prompts.py,76a8142fdd90b65991188a2e033da87fad36a625,tune prompts to be more general (#7254),2023-08-14,"Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the question. If the answer is not in the context, inform the user that you can't answer the question.
Question: {query_str}
Answer: ","Context information is below.
---------------------
{context_str}
---------------------
Given the context information and not prior knowledge, answer the query.
Query: {query_str}
Answer: ",0.6333333333333333,38.0,21.0
Arize-ai/LLMTest_NeedleInAHaystack_LLMNeedleHaystackTester.py,8e6b92e9a1e9b8b1db9a990a6fe4d4210ea7219d,Opus tests,2024-03-08,"
    <context>
    {context}
    </context>
    {question} Don't give information outside the docuemtn or repeat your findings. 
    Here is the magic number from the context:

    ","
    <context>
    {context}
    </context>
    {question} Don't give information outside the document or repeat your findings. 
    Here is the magic number from the context:

    ",0.9565217391304348,22.0,22.0
oneil512/INSIGHT_agents.py,7a518c0487a2355683e3fb767b2e4fbfc1cf39bc,Add to prompts and store code in pinecone with task as key,2023-04-08,"Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far PLACEHOLDER

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and world model

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with '[' and always end with ']'","Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far PLACEHOLDER

If a task has already been completed, do not write that same task again in the task list. If you would like a worker to continue or redo a task, be sure to word it a little differently so you don't get the same result.

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and world model

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with '[' and always end with ']'",0.8486842105263157,133.0,178.0
oneil512/INSIGHT_agents.py,7a518c0487a2355683e3fb767b2e4fbfc1cf39bc,Add to prompts and store code in pinecone with task as key,2023-04-08,"You are an AI who takes some information that relates to an objective. The result may or may not be messy and have redundancies. Your job is to clean and organize the data. 
It is important that you do not delete any information that could be useful for the objective. Respond with only the updated information.
Task result: PLACEHOLDER
Objective: PLACEHOLDER
Updated result:","You are an AI who summarizes, cleans, and organizes data. It is important that you do not delete any information that could be useful for the objective. Respond with only the updated information.
Data: PLACEHOLDER
Objective: PLACEHOLDER
Cleaned Data:",0.6862745098039216,63.0,39.0
oneil512/INSIGHT_agents.py,7a518c0487a2355683e3fb767b2e4fbfc1cf39bc,Add to prompts and store code in pinecone with task as key,2023-04-08,You are an AI who performs one task based on the following objective: PLACEHOLDER. Here is some helpful context: PLACEHOLDER,"You are an AI who performs one task based on the following objective: PLACEHOLDER. Here is the result of some similar previous tasks: PLACEHOLDER. Try to not produce the same result. If you are writing code, tweak the parameters or query so that you get a slightly different result.",0.5217391304347826,20.0,49.0
oneil512/INSIGHT_agents.py,d462faefebf71f3670d52aa484f875d9e8a4e368,A lot of changes. Not using pinecone anymore. llamaindex does everything pinecone does and better. vectorize every result and store them seperately as vectors. this prevents the retrieved context from exceeding the llm window limit. increase llama index top k param. add parameter caching when a tool is used. this way we can pass the previous params to the worker llm so it wont search the same thing. added a little more instructions in the apis. get pubmed text back as xml and parse it for just the abstracts.,2023-04-10,"You are an AI who summarizes, cleans, and organizes data. It is important that you do not delete any information that could be useful for the objective. Respond with only the updated information.
Data: PLACEHOLDER
Objective: PLACEHOLDER
Cleaned Data:","You are an AI who summarizes, cleans, and organizes data. It is important that you do not delete any information that could be useful. Respond with only the updated information.
Data: PLACEHOLDER
Cleaned Data:",0.9315068493150686,39.0,34.0
oneil512/INSIGHT_agents.py,d462faefebf71f3670d52aa484f875d9e8a4e368,A lot of changes. Not using pinecone anymore. llamaindex does everything pinecone does and better. vectorize every result and store them seperately as vectors. this prevents the retrieved context from exceeding the llm window limit. increase llama index top k param. add parameter caching when a tool is used. this way we can pass the previous params to the worker llm so it wont search the same thing. added a little more instructions in the apis. get pubmed text back as xml and parse it for just the abstracts.,2023-04-10,"You are an AI who performs one task based on the following objective: PLACEHOLDER. Here is the result of some similar previous tasks: PLACEHOLDER. Try to not produce the same result. If you are writing code, tweak the parameters or query so that you get a slightly different result.",You are an AI who performs one task based on the following objective: PLACEHOLDER. Here is the result of some similar previous tasks: PLACEHOLDER. Try to not produce the same result. Be creative so that we can get new information.,0.7640449438202247,49.0,40.0
oneil512/INSIGHT_agents.py,2e7af2edc4733df2b7ab26a379de5be8997ae766,Update readme and prompts,2023-04-21,"You are BossGPT, a responsible and organized agent that is responsible for completing a high level and difficult objective. 
As the boss, your goal is to break the high level objective down into small and managable tasks for your workers. These tasks will be picked up by your worker agents and completed. 
You will also get an executive summary of what your workers have accomplished so far. Use the summary to make decisions about what tasks to do next, what tasks to get rid of, 
and to reprioritize tasks. The highest priority task will be at the top of the task list.

You also have access to some tools. You can create a task for your workers to use any of your tools. You cannot use more than one tool per task.
Your worker agents update the executive summary so that you can use new information from the completed tasks to make informed decisions about what to do next. 
It is ok to create tasks that do not directly help achieve your objective but rather just serve to add useful information.

Tasks should be a simple python array with strings as elements. Priority is only determined by the order of the elements in the array.

After you have finished generating your task array, cease output.

===

Your responses should in this format:

THOUGHTS
{Reason about what tasks to add, change, delete, or reprioritize given your objective and world model}

TASKS
{Python array of tasks}","You are BossGPT, a responsible and organized agent that is responsible for completing a high level and difficult objective. 
As the boss, your goal is to break the high level objective down into small and managable tasks for your workers. These tasks will be picked up by your worker agents and completed. 
You will also get an executive summary of what your workers have accomplished so far. Use the summary to make decisions about what tasks to do next, what tasks to get rid of, 
and to reprioritize tasks. The highest priority task will be at the top of the task list.

You also have access to some tools. You can create a task for your workers to use any of your tools. You cannot use more than one tool per task.
Your worker agents update the executive summary so that you can use new information from the completed tasks to make informed decisions about what to do next. 
It is ok to create tasks that do not directly help achieve your objective but rather just serve to add useful information.

Tasks should be a simple python array with strings as elements. Priority is only determined by the order of the elements in the array.

After you have finished generating your task array, cease output.

===

Your responses should in this format:

THOUGHTS
{Reason about what tasks to add, change, delete, or reprioritize given your objective and all the information you have}

TASKS
{Python array of tasks}",0.9856850715746421,244.0,247.0
oneil512/INSIGHT_agents.py,2e7af2edc4733df2b7ab26a379de5be8997ae766,Update readme and prompts,2023-04-21,"Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far PLACEHOLDER

If a task has already been completed, do not write that same task again in the task list. If you would like a worker to continue or redo a task, be sure to word it a little differently so you don't get the same result.

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and world model

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with '[' and always end with ']'","Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far PLACEHOLDER

If a task has already been completed, do not write that same task again in the task list. If you would like a worker to continue or redo a task, be sure to word it a little differently so you don't get the same result.

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and the information you have

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with '[' and always end with ']'",0.9829545454545454,178.0,180.0
oneil512/INSIGHT_agents.py,5d753def2e4c86acc2fc1abcf6ae07c538845300,"edit prompts, handle no results gracefully, refine mygene result parsing",2023-04-26,"Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far PLACEHOLDER

If a task has already been completed, do not write that same task again in the task list. If you would like a worker to continue or redo a task, be sure to word it a little differently so you don't get the same result.

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and the information you have

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with '[' and always end with ']'","Here is your objective: PLACEHOLDER
Here is the current task list: PLACEHOLDER
Here are the tasks that have been complete thus far: PLACEHOLDER
Here are the tools you have access to: PLACEHOLDER
Here is an executive summary of the information gathered so far: PLACEHOLDER
PLACEHOLDER
Note: If a task has already been completed, do not write that same task again in the task list. If you would like a worker to continue or redo a task, be sure to word it a little differently so you don't get the same result.

===

Please update the task list and follow this format.

THOUGHTS
Reason about what tasks to add, change, delete, or reprioritize given your objective and the information you have

TASKS
Python array of tasks

===

Here is an example of the tasks list. Be sure that it is valid python:

TASKS
[""Research frog habitats"", ""Find all species of trees"", ""Get world population"", ""Retrieve facts about the american civil war""]

Note: To be sure that TASKS is a valid python list, it should always start with [ and always end with ]",0.9943820224719102,180.0,182.0
